COMP_K,COMP_R,COMP_RHKMFWY,COMP_RHKM,MAXSW20_COMP_RHKMFWY,MAXSW20_COMP_RHKM,AVG_DNA_IDX,AVG_RNA_IDX,AVG_DRNA_IDX,MAXSW15_AVG_RNA_IDX
0.2911,?,0.60141,0.41043,0.57143,0.46667,0.54422,0.43018,0.49364,0.35321
0.20347,0.19705,0.48877,0.32463,0.57143,0.46667,0.4812,0.39605,0.44363,0.35513
0.23008,?,0.60725,0.4224,0.5,0.4,0.55165,0.44676,?,0.44487
0.12309,0.26309,?,0.31262,0.5,0.33333,0.49116,0.38584,?,0.33141
0.19232,0.37398,0.4715,0.37972,0.5,0.46667,0.49324,0.41277,0.45784,?
?,0.23807,0.28373,0.22792,0.5,0.4,0.36509,0.31545,0.34341,0.45385
?,0.12379,0.43773,0.37423,0.57143,0.53333,0.4572,0.31481,0.39346,0.38846
?,0.20328,?,?,?,0.46667,0.48679,0.39417,?,0.41923
0.12574,0.2723,0.51011,?,0.5,0.4,0.4984,0.39656,0.45327,0.39808
0.02099,0.44156,0.48209,0.33581,?,?,0.54287,0.46836,0.51032,?
0.07807,0.40024,0.35683,0.30301,0.57143,0.46667,0.43101,?,0.41342,0.42949
0.33793,0.07603,0.41153,0.31825,0.5,0.4,0.33996,0.20806,0.28069,0.34551
0.21894,0.25915,0.45452,0.30142,0.5,0.4,?,0.39757,0.44477,0.46218
0.17737,0.13862,0.46961,?,0.5,0.4,0.45061,0.37985,0.41952,0.34038
0.1408,0.25499,0.46439,0.29751,0.57143,0.4,0.51344,0.40557,0.46559,0.48269
0.18366,0.5,0.56174,0.44964,0.5,0.4,0.64222,0.52689,0.59131,0.62692
?,0.06745,0.3541,0.09067,0.21429,0.13333,0.36869,0.36796,0.36933,0.18077
0.26332,0.14935,0.52356,0.35436,0.5,0.33333,0.4557,0.34359,0.40576,0.37436
?,0.49784,0.38024,0.28871,0.5,0.33333,0.38436,0.377,0.38202,0.40128
0.32854,0.0968,?,0.29038,0.57143,0.33333,0.43583,0.32178,0.38496,0.26282
0.1174,0.22829,0.49873,0.32276,?,?,?,0.3916,0.42839,0.36603
0.24506,?,0.48126,0.40035,0.42857,0.4,?,0.45959,0.48995,0.30769
0.0,0.0,0.03482,0.02298,0.0,0.06667,0.0,0.0,0.0,0.0
0.16635,0.24669,0.48334,0.34307,0.71429,0.6,0.47338,0.39908,0.44074,0.55769
0.333,0.14499,0.39212,0.3981,0.57143,0.53333,0.29641,0.30429,0.30079,0.39936
?,0.08042,0.4689,0.17065,0.5,0.33333,0.53961,?,0.46459,0.32885
0.23734,?,0.50326,0.37566,0.5,0.46667,0.43783,0.39012,0.41723,0.4359
?,0.21206,0.46089,0.3224,?,0.4,0.47363,0.37842,0.43145,0.38974
0.03203,0.25765,0.43323,?,0.5,0.33333,0.45466,0.39737,0.42973,0.38269
0.16338,0.24474,?,0.36497,0.64286,0.4,0.52807,0.43657,0.48773,0.34103
0.28914,0.24599,0.5761,0.41423,0.5,0.4,0.49767,0.42973,0.468,0.33141
0.21371,0.18182,0.45577,0.3772,0.5,?,0.40195,0.38598,0.39573,0.38974
0.06416,0.1588,0.61114,0.23157,0.57143,0.33333,0.53147,0.40479,0.47508,0.32308
0.11381,0.24918,0.36793,0.27467,0.42857,0.33333,0.39641,0.35099,0.37674,0.3641
0.11685,?,0.40268,0.33316,0.5,0.53333,0.43229,0.35532,0.39832,0.69808
0.16007,0.08804,0.36914,0.20698,0.35714,0.26667,?,?,0.36849,0.225
0.11573,0.21005,0.3553,0.27387,0.57143,0.4,0.36557,0.3235,0.34735,0.34615
0.32433,?,?,0.38933,0.57143,0.46667,0.44241,0.39116,0.4202,0.3609
0.14035,0.21377,0.40937,0.30717,0.64286,0.53333,0.44172,0.35009,0.40109,0.45513
0.09003,0.23769,0.3708,0.21494,0.42857,0.33333,0.5048,0.37979,0.44911,0.34167
0.36917,0.17571,0.41224,0.37368,?,0.33333,?,0.31701,?,0.20769
0.11171,0.20736,0.4809,0.3663,?,0.4,0.55244,0.42257,0.49466,0.37564
0.21247,0.20033,0.56599,0.32871,0.57143,0.4,0.51913,0.40765,0.46965,0.36667
0.26988,0.1452,0.41286,0.28745,0.57143,0.33333,0.37295,0.348,0.36256,0.44038
0.09564,0.29588,0.30976,0.2853,0.5,0.46667,0.26051,0.22693,0.24588,0.40449
0.25995,0.61119,0.67402,?,0.64286,0.6,0.67956,0.65421,0.6698,?
0.20202,0.29545,0.47304,0.39469,0.64286,0.53333,0.4573,0.37638,0.4216,0.50064
0.25461,0.11457,0.50967,0.36044,0.5,0.46667,0.38825,0.36428,0.37834,0.28269
0.46192,0.12034,0.62409,0.49135,0.5,0.53333,0.44305,0.39873,0.42401,0.23782
0.28488,0.29175,0.5806,?,0.64286,0.6,0.63235,0.47254,0.56112,0.44295
?,0.29475,0.40612,0.35075,0.57143,0.53333,0.43844,0.38587,0.41562,0.42628
0.34173,0.11747,0.46869,0.3167,0.64286,0.4,0.47899,0.35618,0.42424,0.36474
0.31307,0.18231,0.39837,?,0.57143,0.46667,0.33496,?,0.32855,0.31282
0.16335,0.34743,0.52621,0.36671,0.64286,0.46667,?,0.44999,0.51231,0.50769
0.29344,0.07028,0.4449,0.30995,0.5,0.4,0.41492,0.33142,0.37793,?
0.33885,0.23799,?,0.45508,0.57143,0.4,0.43476,0.37983,0.41086,?
0.17067,?,0.3032,0.23399,0.42857,0.26667,0.39014,0.38762,0.39002,0.325
0.3009,0.22914,0.62145,0.41238,0.71429,0.53333,?,0.4693,0.54036,0.50321
0.22911,0.28351,0.42973,0.3846,0.5,0.4,0.44437,0.38283,0.41748,0.41859
0.20878,?,0.51921,0.34163,0.78571,?,0.51901,0.40297,0.46745,0.43974
?,0.54398,0.58523,0.56468,0.42857,0.4,0.67398,?,0.67343,0.42372
0.20017,0.102,0.34965,0.23586,0.35714,0.26667,0.37486,0.29879,0.34115,0.25449
0.25032,0.2904,0.48571,0.384,0.57143,?,0.48309,0.42241,0.45669,0.47308
0.26971,0.21596,?,0.4379,0.5,?,0.39789,0.35419,?,0.33333
0.18023,0.15798,0.4624,0.30395,0.5,0.4,?,0.37794,0.41207,0.45577
0.09573,0.18954,0.30574,0.24267,0.42857,0.4,0.37999,?,0.36324,0.33462
0.33576,0.08042,0.60527,0.3651,0.57143,0.4,0.56609,0.38494,0.48495,0.40385
?,0.27879,0.43432,0.31356,0.5,0.46667,0.50385,0.42912,0.47109,0.33269
0.03243,0.2408,?,0.19929,0.5,0.26667,0.48382,0.35849,0.42793,0.32949
0.42747,0.16441,0.56841,?,0.64286,0.6,0.43542,0.33356,0.39011,0.50192
0.41693,0.10862,0.65981,0.56775,0.71429,0.53333,0.43704,0.40798,0.42494,0.26731
0.13232,0.21413,0.35229,?,0.35714,0.4,0.39943,0.35636,0.38084,0.43269
0.21172,0.1713,0.4815,0.30524,0.5,0.4,0.46036,0.37917,0.42455,0.3641
0.04776,?,0.28182,0.16876,0.35714,0.26667,0.36354,0.28066,?,0.22436
0.35572,0.55024,0.70045,0.6427,0.71429,0.6,?,0.65381,0.66438,?
0.17287,0.25533,0.50687,0.31969,0.57143,0.46667,0.52653,0.41804,0.47844,0.39038
0.18639,?,0.52345,0.2913,0.64286,0.33333,0.53459,0.40038,0.47478,0.48462
0.3632,0.24427,?,0.47095,0.78571,0.66667,0.56703,0.45339,0.51669,0.52628
0.08926,?,0.33395,0.26145,0.5,0.4,0.39929,0.36076,0.38277,?
0.11116,0.19258,0.4397,0.34335,?,0.46667,0.42443,?,0.40288,0.29487
?,0.1936,?,?,0.85714,0.33333,0.53586,0.41399,0.48168,0.39487
?,0.2436,0.49703,?,0.57143,0.4,0.48952,0.38835,0.44467,0.41923
0.11039,0.32635,0.47408,0.3726,0.57143,0.53333,0.46312,?,0.43867,0.42244
0.22466,0.22589,0.45827,0.33022,?,?,0.45289,0.40295,0.43131,0.36474
?,0.16293,0.56898,0.19843,0.57143,?,0.55866,0.43997,?,0.35577
0.22232,0.16507,0.53173,0.27683,0.57143,0.33333,0.54034,0.39475,0.47535,?
0.26679,0.05502,0.51639,0.2602,0.5,0.4,0.5279,0.36877,0.4567,0.29487
0.35572,0.2201,?,0.45976,0.71429,0.46667,0.57985,0.47401,0.5331,0.425
0.20202,0.125,0.49839,0.33973,0.5,0.53333,0.42981,0.34754,0.39342,0.37821
0.08406,0.27047,0.27983,0.20427,0.35714,0.26667,0.32968,0.29809,0.31614,0.29231
0.27541,0.27633,0.50369,0.41756,0.71429,0.66667,0.50985,0.42177,0.47103,0.61731
0.14408,0.12967,0.35468,0.21172,0.5,0.26667,0.38944,0.32853,0.36269,0.30256
0.17855,0.17186,0.39104,0.26397,0.5,0.46667,?,0.36577,0.40269,0.39038
0.2143,?,0.46013,0.27285,0.5,0.4,0.44284,0.36505,0.40853,0.36474
0.06864,0.13068,0.29629,0.08558,0.35714,0.2,0.46684,0.25962,0.37354,0.23333
0.2876,0.15253,?,0.35786,0.57143,0.46667,0.5332,0.40992,0.47837,?
0.34883,0.37771,0.63989,0.56362,0.71429,0.66667,0.6205,0.58169,0.60445,0.52372
0.23488,0.23441,0.46219,0.34134,0.71429,0.53333,0.42768,0.35695,?,0.42821
0.30547,0.23626,0.42973,0.37032,0.5,?,0.42831,0.41578,0.42373,0.44487
0.38419,0.18435,0.52493,?,?,0.6,0.42034,0.34446,0.38684,0.5609
0.17954,?,0.44236,0.28572,0.5,0.46667,0.50036,0.36376,0.43937,0.41731
0.32286,0.21309,0.73445,0.47502,0.78571,0.53333,0.59079,0.47116,0.53778,0.48013
0.3214,0.10227,0.54273,0.27791,0.57143,?,0.53106,0.37603,?,0.32308
0.23876,0.31818,0.54907,0.38095,0.57143,0.46667,0.51627,0.4253,0.47614,0.41538
0.39937,0.24711,0.61288,0.45613,0.57143,0.4,0.53501,0.45385,0.49941,0.34808
0.06615,0.22512,0.39729,0.2946,0.57143,0.6,0.5031,0.36651,0.44212,0.5391
0.20175,0.62415,0.49441,0.53125,?,0.33333,0.56021,0.58497,0.57299,0.31538
0.1408,0.19913,0.44408,0.30375,0.42857,0.33333,?,0.42118,0.48972,0.35192
0.28074,0.19403,0.58178,0.40009,?,?,0.5412,0.42645,0.49029,0.48718
0.15431,0.21005,0.32869,0.29118,0.57143,0.46667,0.37392,0.35493,0.36625,?
0.1024,?,0.46433,0.26624,0.64286,?,0.48131,0.37811,0.4355,0.32308
0.26961,0.22469,?,0.38033,0.78571,0.6,?,0.32619,0.38851,0.53846
0.11887,0.21014,0.52379,0.33407,0.5,0.4,0.45537,0.37658,0.42063,0.33141
0.20722,0.21698,0.50771,0.35684,0.64286,0.46667,0.49741,0.41703,0.46206,0.45577
0.3723,0.21263,0.50877,?,0.5,0.46667,0.45792,0.42131,0.44243,0.53269
0.27233,0.24509,0.56044,0.46464,0.57143,0.53333,0.45425,0.40973,0.43514,0.37244
?,0.3559,0.54772,0.41164,0.5,?,0.45957,0.42777,0.44628,0.30064
0.12089,0.29239,?,0.2934,?,?,0.38628,0.33672,?,0.46026
0.24203,0.20909,?,0.38875,0.64286,0.6,0.47376,?,0.44008,0.42692
?,0.21874,0.63457,0.45649,?,0.46667,?,0.50451,0.52321,0.45321
0.23306,0.21381,0.50165,0.32435,0.71429,0.6,0.474,0.37074,?,?
0.26363,0.07415,0.53945,0.30407,?,0.33333,0.49217,0.37401,0.43957,0.3141
0.18053,0.25831,0.56064,0.35382,0.64286,0.46667,0.52744,?,0.46962,0.37244
0.17735,0.26099,?,0.35427,0.57143,0.46667,0.49196,0.41048,0.45609,0.56538
0.13476,0.35917,0.5322,0.47813,0.64286,0.53333,0.46863,0.45024,0.46148,0.575
0.11713,0.23192,0.41197,0.25178,0.57143,0.4,0.51787,0.39173,0.4617,0.3859
0.42472,0.22851,0.51438,0.48012,0.57143,0.6,0.43193,0.3712,0.40537,0.37885
0.30631,0.23232,?,0.36368,0.57143,0.4,0.50023,0.42552,0.46747,0.34103
0.22005,0.09725,0.42336,0.3391,0.57143,0.4,0.51444,0.41956,0.47252,0.34808
0.11477,0.29983,0.5627,0.33299,0.64286,0.4,0.5223,?,0.47844,?
0.02888,0.21445,0.30139,?,0.42857,0.33333,0.29019,0.25515,0.27497,0.38974
0.61954,?,0.68,?,0.64286,0.6,0.5957,0.54774,0.5754,0.45897
?,0.11872,?,0.28348,0.57143,0.53333,0.47588,0.34264,0.41636,0.40962
0.08665,0.4289,0.32132,?,0.35714,0.33333,0.44458,0.40857,0.42933,0.35064
0.16506,0.29025,?,0.36947,?,0.46667,0.48226,0.43467,0.46183,?
0.18826,0.26792,0.50682,0.34303,0.64286,0.53333,0.56167,0.4423,0.5087,0.43269
0.16582,0.36794,0.44725,0.39808,0.57143,0.53333,?,0.42547,0.44814,0.42372
0.10862,0.41818,0.48571,0.37899,0.5,0.46667,0.42788,0.40449,0.41834,0.37372
0.33376,0.15488,0.58406,0.35409,0.5,0.33333,0.4607,0.38371,0.4268,0.33269
?,0.22423,0.38102,?,0.42857,?,0.47955,0.36632,0.42917,0.44038
?,0.21136,?,0.21049,0.35714,0.26667,0.32933,0.306,0.31957,0.31667
0.24138,?,0.46301,0.36257,0.57143,0.53333,0.45506,0.39481,0.42878,0.53782
0.23941,0.25068,0.54448,0.34774,0.64286,0.4,0.47646,?,?,0.47628
0.1831,0.25613,0.44384,0.33549,0.71429,0.66667,0.46767,0.3859,0.43161,0.44487
0.1024,0.24192,0.42309,?,0.35714,0.33333,0.45329,0.38205,0.42199,0.32821
0.15271,0.17069,0.46022,0.25186,0.57143,0.4,0.48199,0.36587,0.43029,0.42821
0.481,0.03052,0.50699,0.40732,0.57143,0.46667,0.36617,0.30604,0.33971,0.23974
0.25536,0.18878,0.57094,0.37659,0.57143,0.46667,0.47685,0.3873,0.43726,0.39487
0.29553,0.1272,0.54998,0.36972,0.5,?,?,0.38326,0.45114,0.33333
0.21121,0.28512,0.40623,0.32974,0.42857,0.33333,0.41465,?,0.40725,0.36603
0.1024,0.12672,0.37171,0.16435,0.5,0.33333,0.54228,0.33709,0.45011,0.34231
0.40264,?,0.50308,0.38475,0.57143,0.46667,0.48804,0.3525,0.4275,0.34487
0.21196,0.20235,0.53794,0.37154,0.57143,?,?,0.41931,?,0.38782
0.22529,?,0.49867,?,0.42857,0.26667,0.43653,0.35675,0.40129,0.24423
0.20651,0.20909,0.48571,0.36294,0.35714,?,0.43863,0.35534,0.4018,0.26282
0.1259,0.0738,0.31886,0.15559,?,0.33333,0.46063,0.30366,0.39024,0.29872
0.28907,0.1022,0.39668,?,0.5,0.4,0.39285,0.29644,0.34991,0.40064
0.14479,0.16703,0.39048,0.21764,0.5,0.4,0.47844,0.34723,0.41985,0.47885
0.16247,0.22786,0.55297,0.3894,0.57143,0.46667,0.48001,0.40654,0.44777,0.39231
0.19754,0.19207,0.52587,0.31283,0.71429,?,0.51845,0.40401,0.46762,0.43462
0.23353,0.15299,0.49993,?,0.5,0.33333,0.46011,0.42631,0.44591,0.40256
0.12483,?,0.56722,0.27108,0.64286,0.4,0.54041,0.38635,0.47156,0.36603
0.18247,0.15354,0.53733,0.29339,0.64286,?,?,0.41649,0.48557,?
0.26558,0.15866,0.39568,0.28381,0.57143,?,?,?,0.37455,0.35833
0.03072,0.47521,0.50691,0.36421,0.57143,0.33333,0.48607,?,0.45997,0.43974
0.10467,0.25905,0.34645,0.26314,0.5,0.33333,0.37084,0.35295,0.36366,0.41923
?,0.18353,0.37791,0.27625,0.42857,0.4,0.38912,0.32825,0.36239,0.39487
0.25731,0.22289,0.57152,0.34462,0.64286,0.4,0.50513,0.39469,0.45608,0.40705
0.28308,0.15326,0.52539,?,0.64286,0.33333,0.4793,?,0.44633,0.36538
0.27457,0.15682,0.60229,0.32256,0.5,0.4,0.60124,0.46653,0.54138,0.44872
0.15131,?,0.35522,0.28601,0.35714,?,0.40063,0.26772,0.34106,0.30449
0.24509,0.11029,0.45113,0.24982,0.57143,?,0.42848,?,0.39121,0.29423
?,0.26692,0.57252,0.43853,0.5,0.33333,0.47179,0.42495,0.45167,0.30192
0.11983,0.38556,0.49812,0.42957,0.57143,0.4,0.52445,0.44576,0.48995,0.39295
0.17682,?,0.40439,0.3391,0.5,?,0.43967,0.35065,0.40023,0.30577
0.1486,0.16346,0.38509,0.21989,0.57143,0.4,0.4052,0.37081,0.39059,?
?,0.28907,0.48303,0.28871,0.42857,0.33333,0.43935,0.42556,0.43422,0.42372
0.21418,0.2356,0.64169,0.37263,0.64286,0.4,0.53623,0.46406,?,0.46474
0.27222,0.13939,0.53105,0.36294,0.71429,0.6,0.50316,0.38437,0.4503,0.51795
0.1697,0.19174,0.44245,?,0.71429,0.46667,?,0.34187,0.38297,0.39615
0.24063,0.23304,0.53083,0.3502,0.64286,0.4,0.47355,0.41039,0.44599,0.39615
0.18879,0.16353,0.502,0.35125,?,0.4,0.51558,0.41479,0.47097,0.24936
0.34227,0.20283,0.5514,0.43243,0.57143,0.53333,0.44913,0.35665,0.40813,0.47885
0.30384,0.16507,0.42436,0.38215,0.42857,?,0.39329,0.35046,0.37479,0.36154
0.48276,0.46939,0.61656,0.62403,0.42857,0.46667,0.60116,0.61262,0.60798,0.46026
?,0.45786,0.48146,0.46268,0.35714,0.4,0.54991,0.52948,0.54205,0.50128
0.33096,0.12933,0.46769,0.38364,0.5,0.4,0.41688,0.35442,0.38949,0.25641
0.20671,0.23356,0.47951,0.40492,?,0.53333,0.47859,0.37716,0.43359,0.60256
0.27286,?,0.52554,0.28871,0.5,0.33333,0.48191,?,0.43477,0.29359
0.11871,0.35257,?,0.35975,0.64286,0.53333,0.487,0.43107,0.46278,0.41026
0.17662,?,0.5771,0.33275,0.57143,0.4,0.52367,?,0.4662,0.29615
0.15501,0.24298,0.45185,0.29865,0.57143,0.46667,0.52289,0.39652,0.46663,0.44615
0.11688,0.1574,0.39855,0.25675,0.5,0.4,0.40382,0.32669,0.36971,0.34487
0.31847,0.16056,0.44808,?,0.5,?,0.34627,0.31701,0.33384,0.30321
0.21331,0.1051,0.49968,0.22455,0.71429,0.4,?,0.3448,0.44916,0.36282
?,?,?,0.37198,0.57143,0.46667,0.41397,0.40634,0.41159,0.53205
0.13669,0.32891,0.55251,0.37067,0.57143,0.53333,?,0.44563,0.50066,0.42308
0.24138,0.25603,0.49761,0.41768,0.57143,0.53333,0.50194,0.41966,0.46573,0.42564
0.15645,0.32267,0.40656,0.26307,0.57143,0.53333,0.43219,0.35591,0.39854,0.66731
0.07065,0.33513,0.41463,0.31513,0.57143,0.46667,0.40606,0.37869,0.39465,0.42436
0.35781,0.22139,0.52,0.37368,0.42857,0.33333,0.48972,0.39759,0.44899,0.36667
?,0.37338,0.41078,0.28871,0.42857,0.4,0.43095,0.39492,0.41566,0.46795
0.3129,0.06453,0.5073,?,0.57143,0.4,0.39289,0.31968,0.36054,0.33846
0.18334,0.15469,0.48643,0.2985,0.64286,0.4,0.49902,0.37231,0.44254,0.38718
0.18391,0.22758,0.50554,0.3231,0.57143,0.4,0.51948,0.40506,0.46866,0.4391
0.19434,0.25385,0.4764,?,0.5,0.53333,0.47004,0.39656,0.43776,0.37564
?,0.31511,0.49944,0.35617,0.64286,?,0.48811,0.41399,0.45559,0.55641
0.40677,0.38721,0.70159,0.53614,0.57143,0.4,0.64993,0.58316,0.62119,0.51538
0.43496,?,0.57228,0.40312,0.5,0.4,0.48147,0.40848,0.44945,0.31154
0.1425,0.18894,0.46465,0.24737,0.5,0.33333,0.42216,0.33241,0.38233,?
0.03229,0.3729,0.482,0.28986,0.42857,?,0.54133,0.43182,0.4928,0.42564
0.23854,0.14759,0.45143,0.37368,0.42857,0.4,?,0.26654,0.31264,0.17115
0.32026,0.24599,0.44381,0.3902,0.57143,0.4,0.42208,0.31416,0.37396,0.44231
0.26809,?,0.43826,0.35505,0.5,0.46667,0.41767,0.34578,0.38598,0.53269
0.21121,0.18618,0.48971,0.33338,0.71429,0.6,0.46307,?,0.42697,0.49615
0.19543,0.19146,0.44779,?,0.42857,0.4,0.40727,0.36412,0.38866,0.35321
0.09335,0.33886,0.49537,0.33725,0.71429,0.53333,0.50756,0.44585,0.48075,0.56282
0.26905,0.15981,0.50428,0.33011,0.57143,0.46667,0.42232,0.36092,0.39543,0.41859
0.29119,0.11379,?,0.35176,?,0.46667,0.43591,?,0.4026,0.36667
0.18045,0.21315,0.42913,0.3264,0.5,0.46667,0.42312,0.36408,0.39731,0.40128
0.06107,0.25192,0.42251,0.29306,0.5,0.33333,0.46889,0.39809,0.43784,0.27821
0.30721,0.2401,0.44946,0.38719,0.42857,0.4,?,0.43799,0.44742,?
0.30469,0.34277,0.45705,0.42487,?,0.4,0.44432,0.46766,0.45615,0.36987
0.29943,0.1588,0.46358,?,0.35714,?,0.38005,0.31193,0.34998,0.2109
0.19878,0.0984,0.39657,0.1655,0.42857,0.2,0.40992,0.261,0.34307,0.24551
0.36609,0.29621,0.62171,0.52795,0.64286,0.6,0.52532,0.43921,0.48743,0.60385
0.17479,0.14975,0.36667,0.25949,0.42857,0.33333,?,?,0.37142,?
0.31262,0.25791,0.52936,0.38416,0.5,0.33333,0.46156,0.42281,?,0.37308
0.17786,0.37731,0.62157,0.55479,0.57143,0.46667,0.67661,0.57751,0.6332,0.44103
0.25636,0.2884,0.54601,0.43315,0.5,0.33333,0.55714,0.46072,?,0.31474
0.14822,0.27512,0.58797,0.34889,0.5,0.4,0.54206,0.44329,0.49844,0.39103
0.14822,0.27512,0.58797,0.34889,0.5,0.4,0.54206,0.44273,0.49818,0.39103
0.10156,0.33135,0.4889,0.34889,0.57143,?,0.45936,0.39051,?,0.40064
0.27034,0.18818,0.59063,0.40788,0.57143,0.53333,0.51603,0.37352,0.45238,0.35128
0.12942,0.22244,0.40387,0.23953,0.5,0.33333,0.55407,?,0.48418,0.37372
0.30977,0.38333,?,0.47528,0.5,0.53333,0.52551,0.47846,?,0.47308
0.1044,0.27199,0.4298,0.30162,0.71429,0.46667,0.48584,0.40184,0.44881,0.43333
0.43357,0.04734,0.43073,0.30915,0.57143,0.4,0.35604,0.29459,?,0.29103
?,0.09171,0.41414,0.27128,0.5,0.4,0.32816,0.27391,0.30428,0.43654
0.24917,0.38542,0.50452,0.45179,0.57143,0.53333,0.48549,0.44726,0.46933,0.59872
0.27165,0.14791,?,0.32586,0.57143,0.4,?,0.36445,0.39526,0.375
?,0.23949,0.49855,0.35075,0.35714,0.4,0.47908,0.4055,0.44678,0.38141
0.31619,?,0.61183,?,0.57143,0.46667,0.45875,0.3957,0.43121,0.34038
0.13833,0.21031,0.49458,0.30307,0.64286,0.46667,0.49411,0.38822,0.44711,0.475
0.22021,0.12577,0.39953,0.25703,?,0.4,0.39751,0.32002,0.36321,0.34551
0.26363,0.11863,0.48158,0.37578,?,0.33333,0.42299,0.3647,0.39752,0.3
0.11247,0.32474,0.54945,0.31217,0.57143,0.53333,0.51385,0.42012,0.47245,0.56859
0.21254,0.21041,0.41606,0.35684,?,0.46667,0.44027,0.39507,?,0.29167
0.05199,0.35844,0.39989,?,?,0.26667,?,0.35696,0.40182,0.46218
0.28558,0.08835,0.47751,0.35483,0.5,0.33333,0.38394,0.36507,0.37635,0.25705
?,0.12351,?,0.18357,0.42857,0.33333,0.47474,0.31086,0.40123,0.31538
0.24347,0.18559,?,0.33554,0.64286,0.53333,?,0.32653,0.3892,0.42115
0.06817,0.39769,0.39333,0.28454,0.5,0.33333,0.43155,0.4253,0.42984,?
0.22962,0.2062,0.45522,?,?,0.53333,0.45383,0.36806,0.4159,0.52115
0.09387,0.35904,0.46216,0.35528,0.42857,0.4,0.4237,0.41529,0.42099,0.37308
0.1923,?,0.49435,0.35464,?,0.53333,0.47613,0.40352,0.44427,0.55705
0.31985,0.10325,0.5169,0.3645,0.64286,0.46667,0.43773,0.34994,0.39884,0.27628
0.2188,0.24068,0.557,0.38223,0.5,0.46667,?,0.40238,0.44494,0.44551
?,0.13237,0.49326,0.36405,0.78571,0.66667,0.50716,0.35922,0.44101,0.52115
0.1035,0.20493,0.32773,0.19469,0.42857,?,0.47558,0.33804,0.4141,0.35833
0.38464,0.16999,0.41463,0.40027,0.35714,0.4,0.28116,0.29275,0.28719,?
0.11947,0.35904,0.4445,0.29783,0.42857,0.26667,0.38609,0.31636,0.3553,?
0.0476,0.27486,0.31879,0.25988,0.5,0.53333,0.32633,0.31031,0.31989,0.50769
0.18636,0.18449,0.49429,0.28074,0.5,?,0.43878,0.36775,0.40754,?
0.18626,0.19757,0.45359,0.32567,0.42857,?,0.43783,0.34089,0.39477,0.28654
0.25652,0.31743,0.54919,0.44483,0.5,?,0.48491,0.40728,0.45078,0.5
0.02682,0.26551,0.43946,?,0.42857,0.26667,0.43839,?,0.39795,0.31346
0.19878,0.0492,0.56114,?,0.42857,0.2,0.43536,0.26569,0.35911,0.09103
0.18293,0.1668,0.40103,0.21566,0.42857,0.26667,0.46287,0.3702,0.42182,?
0.04655,0.1728,0.26253,0.15043,0.5,0.4,0.36706,0.28944,0.33262,0.35
0.08665,?,0.47349,0.34005,0.64286,0.53333,0.44298,0.39394,0.42178,0.4891
0.15342,0.1488,0.32337,0.26256,0.5,?,0.40064,0.3009,0.3562,0.39167
0.60573,0.47341,0.69466,0.7861,0.64286,0.66667,0.61289,?,0.61244,0.57564
?,0.12202,0.47798,0.29637,0.5,0.46667,0.4458,0.36218,0.40884,0.44359
0.26963,0.22244,0.51672,0.38475,?,0.4,0.43129,0.39508,0.41592,0.47436
0.19161,0.17245,0.4737,0.28591,0.5,0.33333,0.43426,0.33341,?,0.27244
?,0.32819,0.53441,0.33076,0.64286,0.6,0.48154,0.41423,0.45211,0.53846
0.02663,0.31377,0.30711,0.2352,0.57143,0.4,0.34602,0.31518,0.33287,0.49359
0.12997,0.27879,?,0.34889,0.57143,0.46667,0.49483,0.4461,0.47391,0.63333
0.33621,0.07468,0.37866,0.28226,0.35714,0.33333,0.332,0.29915,0.3179,0.22692
0.13365,0.21263,?,0.21322,0.35714,0.26667,0.42891,0.34067,0.38979,0.35385
0.14314,0.03851,0.43956,0.16966,0.57143,0.33333,0.44437,0.36916,0.41124,0.32436
0.12704,0.16769,0.46965,0.28871,0.5,0.4,0.45671,0.36224,0.41482,0.35897
0.03649,0.11742,0.35102,0.14052,0.57143,?,0.42948,0.30723,?,0.44038
0.21121,0.13068,0.26714,0.24357,0.21429,0.2,0.4296,?,0.38215,0.15705
0.18907,0.4249,0.53407,0.4803,0.64286,0.6,0.58348,0.46489,0.53093,0.49615
0.19896,0.13933,0.4482,0.27428,0.78571,0.46667,0.46316,0.36681,0.42043,?
0.19828,0.15313,0.47739,0.28891,0.78571,0.46667,0.48435,0.38527,?,0.49551
0.07951,0.34439,0.38286,0.28446,0.5,?,0.39604,0.31097,0.35828,?
0.3114,0.08563,0.55534,?,0.64286,0.53333,0.49373,0.38801,0.44681,0.31987
0.14237,0.19472,0.45082,0.2807,0.71429,0.4,0.44015,?,0.40444,0.3641
0.35572,0.09782,0.54366,0.37107,0.57143,0.33333,0.46229,0.34655,0.41072,0.35705
0.35295,0.25091,0.58156,0.44439,0.78571,0.73333,0.48189,0.4256,0.45748,0.55128
0.2783,0.31979,0.568,0.42572,0.57143,?,?,0.45588,0.48566,0.45
0.38952,0.02605,0.55653,0.32921,?,0.4,0.4907,0.38501,0.44379,0.31026
0.28928,0.09763,?,?,0.5,0.33333,0.45143,0.34327,0.40328,0.30321
0.17943,0.22204,0.28455,0.27433,0.35714,0.26667,0.2886,0.3039,0.29634,0.21987
0.07965,0.29568,0.4288,0.26804,0.35714,0.33333,0.4103,0.35524,0.38627,0.28654
0.21545,0.1728,?,0.29269,0.64286,?,0.34244,0.2743,0.31226,0.44359
